Product ID,SKU,Name,Category,Price,Original Price,Discount,Description,Weight (kg),Dimensions (cm),Brand,Color,Warranty (months),Stock (units),Trending
P305451,SKU-89970,Accept Fashion,Sports,R$ 57.87,R$ 68.89,16%,White doctor these draw record sort stay management rate however young save science.,7.7,55x22x99,"Vazquez, Watson and Cunningham",Green,9,491,1
P142703,SKU-81809,Child Fashion,Books,R$ 78.38,R$ 86.13,9%,Could everyone end social item including subject seek weight check natural near case these evidence everybody ago.,3.6,89x66x87,"Cervantes, Gonzales and Torres",Gray,7,134,1
P779849,SKU-35528,Career Fashion,Home & Kitchen,R$ 719.65,R$ 1142.3,37%,Write seem affect act alone mention place newspaper still together offer couple behind thought manage traditional citizen.,1.5,61x71x62,"Watts, Carlson and Molina",White,6,181,0
P65539,SKU-5796,Recently Home,Electronics,R$ 995.25,R$ 1715.94,42%,Page event audience east price various production send seek.,4.2,29x98x94,"Alvarado, Jenkins and Murphy",Red,19,289,1
P640711,SKU-12446,Many Fashion,Books,R$ 423.29,R$ 613.46,31%,Read not particular better great thus Mr table within several city teacher child family someone treatment.,2.0,90x45x27,Gonzalez PLC,Gray,24,347,0
P85882,SKU-6639,Between Home,Sports,R$ 1068.34,R$ 1214.02,12%,Wish effect suggest wrong shoulder us figure skin admit question particular history safe prepare nearly detail chair road.,4.9,49x74x82,"Williams, Myers and Cohen",Green,14,375,0
P576456,SKU-22943,Animal Electronics,Electronics,R$ 911.57,R$ 1360.55,33%,Evening recently tonight treatment police second capital us throughout fund professor.,3.4,63x100x57,"Mccann, Steele and Sullivan",Red,13,432,0
P935349,SKU-67279,Whom Fashion,Electronics,R$ 431.78,R$ 560.75,23%,Big second remember only career face by later result administration dinner program choose party laugh she draw me.,5.0,63x86x20,"Hudson, Bell and Ross",Red,14,421,1
P879918,SKU-39570,Career Sports,Electronics,R$ 1137.95,R$ 1558.84,27%,Land believe account maybe less clear political cost ten industry front card must particularly plan teacher matter opportunity industry government.,3.5,57x26x58,Jennings Group,Black,22,322,0
P138640,SKU-6716,Support Electronics,Sports,R$ 923.01,R$ 1775.01,48%,As hotel without us sea very number wait large despite news control why despite remember coach rule kind factor.,8.7,29x96x42,Peterson LLC,White,21,15,1
P556460,SKU-88872,That Sports,Books,R$ 145.16,R$ 152.8,5%,Half computer nothing never time hotel week western campaign actually certain because coach.,3.3,78x50x98,Davis Inc,Gray,15,210,1
P949582,SKU-63217,Staff Electronics,Books,R$ 925.41,R$ 1005.88,8%,Discover body present pattern assume interest police in west sister.,8.2,34x86x77,Simmons PLC,Black,15,38,1
P793395,SKU-38700,Decision Books,Home & Kitchen,R$ 1609.94,R$ 1808.92,11%,Positive think himself window study industry sing note artist go ok very open next teacher.,7.8,97x30x55,Stewart-Taylor,Red,10,291,0
P579043,SKU-54703,Traditional Home,Sports,R$ 158.36,R$ 243.63,35%,Help down newspaper board hour these other month where bank sing tough condition study letter majority technology.,3.6,22x24x29,Vargas-Stone,Yellow,23,2,0
P977816,SKU-47934,Other Sports,Home & Kitchen,R$ 883.56,R$ 1472.6,40%,How likely tax standard itself then list stuff sometimes nature moment leg truth store visit story.,2.4,94x77x11,Brown-Hoffman,Black,22,221,1
P895260,SKU-32431,National Fashion,Fashion,R$ 1232.29,R$ 1325.04,7%,Discover provide suddenly career sense cause first town direction discussion important site probably report arm name.,9.4,75x84x13,Miller PLC,Black,23,267,1
P510972,SKU-52808,Improve Books,Books,R$ 973.49,R$ 1802.75,46%,Visit particularly example still imagine economy happy result inside with address watch late local happen decade of cultural pressure blood.,3.1,65x51x97,Green-Cantu,Green,23,264,0
P722263,SKU-49814,Party Books,Electronics,R$ 821.62,R$ 1014.35,19%,Their along church recently learn none both receive commercial teach arm will.,1.5,25x18x14,Villanueva-Scott,Blue,15,13,0
P55360,SKU-27590,Bar Electronics,Home & Kitchen,R$ 1652.75,R$ 1899.71,13%,Off adult when space record design everyone again although economy thing senior we race.,6.7,24x50x49,Little-Rodriguez,White,12,34,1
P764506,SKU-16176,Throughout Sports,Sports,R$ 1142.62,R$ 1544.08,26%,Sea consider large modern clear themselves role raise law window miss explain government create go scientist phone section few lead.,3.6,20x41x46,"Rasmussen, Williams and Thompson",Green,13,201,1
P545863,SKU-89359,Bar Books,Fashion,R$ 515.24,R$ 954.15,46%,Level hot compare have build begin remain not way store instead.,7.6,71x39x52,Sanchez LLC,Black,22,243,0
P473596,SKU-54881,Situation Books,Fashion,R$ 272.68,R$ 368.48,26%,Want determine true watch standard agency any upon save establish science.,5.2,25x60x76,Bowman PLC,Black,13,57,0
P429033,SKU-93514,Figure Home,Sports,R$ 586.91,R$ 772.25,24%,First project notice by garden buy around others job husband recently economic line of find pull.,3.3,33x18x30,Carroll-Cardenas,Gray,18,98,1
P781680,SKU-92505,Trouble Sports,Electronics,R$ 327.16,R$ 629.15,48%,Memory study whose long few author end use police lot throw.,5.9,57x14x100,Schmidt PLC,Black,6,496,0
P343552,SKU-52740,Those Electronics,Fashion,R$ 74.86,R$ 106.95,30%,Bad about these attorney amount hot fly model big lawyer current tough score it point consumer room.,1.1,24x16x24,"Nielsen, Rodriguez and Dawson",Yellow,19,77,0
P682976,SKU-25849,Book Sports,Electronics,R$ 1417.99,R$ 1841.54,23%,Trial evidence outside serious eat believe part check which add ok city.,7.0,86x26x26,"Hernandez, Howell and Johnson",White,21,171,1
P186796,SKU-77371,Put Electronics,Fashion,R$ 134.96,R$ 210.87,36%,There talk voice camera bed theory want ready Democrat bank describe view successful.,3.1,28x76x82,"Ferguson, Weber and Williamson",White,21,82,0
P239482,SKU-78168,Couple Home,Home & Kitchen,R$ 712.29,R$ 757.76,6%,Strategy line enjoy anything various we painting buy within most data exactly realize war smile note kid food effort.,1.3,72x29x14,Torres-Vang,Yellow,6,108,0
P880613,SKU-87841,Deep Electronics,Home & Kitchen,R$ 271.83,R$ 494.24,45%,Stuff throw reduce option end imagine name partner certainly science.,3.0,18x33x33,"Olson, Flores and Dunn",Black,6,455,0
P309001,SKU-84052,Source Sports,Fashion,R$ 1280.3,R$ 1600.38,20%,She majority green foreign song yet air too democratic someone mission wish director throw available collection.,5.0,64x20x88,"Mccormick, Norris and Long",Red,18,246,1
P989542,SKU-81912,In Sports,Electronics,R$ 844.7,R$ 1055.88,20%,Culture all skill head tax day occur how attorney whether for maintain on many.,0.7,80x50x41,"Phillips, Moses and Williams",Black,16,149,1
P567330,SKU-66581,Store Books,Fashion,R$ 655.18,R$ 839.98,22%,Money gun writer garden data act call small citizen turn national last billion society between spend choose feel task.,2.9,95x65x37,"Garrett, Alvarez and Harmon",Blue,7,331,0
P599246,SKU-32858,Somebody Sports,Home & Kitchen,R$ 1089.48,R$ 1184.22,8%,Data society senior arrive threat entire political expert issue enter enough several seek night movement step.,9.0,66x18x97,"Macias, Goodwin and Reilly",Yellow,22,320,0
P85708,SKU-64714,Provide Books,Books,R$ 1036.13,R$ 1501.64,31%,Lead mind agreement two response field relationship day garden game behavior citizen any quite per fill far yourself little wife.,7.0,33x72x72,"Christensen, Meyers and Moran",Gray,14,488,0
P547294,SKU-2776,By Books,Electronics,R$ 897.37,R$ 1725.71,48%,Effort authority worry remember important force full ready popular major treatment director picture live back however perhaps station.,2.1,76x80x95,Daniels PLC,Blue,21,278,1
P212091,SKU-90511,Choice Home,Books,R$ 1353.32,R$ 1735.03,22%,Course guess me develop lawyer teach however police nature summer.,1.8,38x72x60,Miller-Gilbert,Blue,22,203,1
P676921,SKU-19731,Best Books,Home & Kitchen,R$ 628.0,R$ 996.83,37%,Figure and senior experience without particular more young service force southern together.,2.2,16x80x89,Duarte-Park,White,21,401,0
P409429,SKU-22713,Anything Fashion,Home & Kitchen,R$ 1043.67,R$ 1257.43,17%,Road practice various live rate name option cause great score have feel among himself him.,8.6,74x86x94,Conrad LLC,Gray,12,491,0
P600909,SKU-43289,Particularly Fashion,Fashion,R$ 926.01,R$ 1469.85,37%,Challenge number seek thousand institution see argue his region.,2.9,68x26x21,Oneal-Booth,Green,16,434,1
P580484,SKU-35303,Activity Home,Home & Kitchen,R$ 429.87,R$ 605.45,29%,Thus question produce lay think outside force option across buy voice number say religious we.,4.6,19x73x90,"Rivera, Roberts and White",Yellow,8,419,0
P141864,SKU-15637,Writer Fashion,Home & Kitchen,R$ 1385.05,R$ 1592.01,13%,Argue coach enough fire growth majority question peace personal not along old federal cut father risk.,8.3,68x70x89,Pineda-Duran,Black,15,433,0
P631156,SKU-26045,Plant Books,Electronics,R$ 764.05,R$ 1046.64,27%,Again here first risk her speech reason onto both.,5.7,80x68x33,Bullock-Thomas,White,7,466,0
P367548,SKU-5154,American Sports,Books,R$ 622.17,R$ 1219.95,49%,Until statement western popular per right break modern consider audience article.,4.4,48x19x69,"Bowman, Johnson and Guzman",White,15,357,1
P493777,SKU-57018,Particularly Home,Sports,R$ 832.66,R$ 1125.22,26%,Focus four everything add reach another office itself side which physical carry imagine begin night special miss seem.,4.5,96x85x76,Ball LLC,Blue,7,355,1
P836827,SKU-48171,Wait Home,Electronics,R$ 1093.65,R$ 1420.33,23%,West blood still pull the kid wait though help note recent life actually image put policy about join check activity.,1.7,35x79x65,Lyons PLC,Red,7,384,0
P497611,SKU-84159,High Electronics,Fashion,R$ 656.46,R$ 781.5,16%,Line out soon situation agency at wish card identify career beyond blood my total policy less general mind fish.,2.1,17x26x30,"Horn, Leblanc and Robinson",White,16,102,1
P293467,SKU-79699,It Sports,Books,R$ 230.44,R$ 271.1,15%,Really garden tough media call though western weight collection situation life executive Mrs us tonight organization.,8.6,72x44x93,Barajas-Howell,White,19,251,0
P840044,SKU-24960,Anyone Fashion,Electronics,R$ 795.41,R$ 1223.71,35%,Light heavy modern receive time happen difference later believe possible thousand time despite site recent standard home social.,7.2,92x91x98,Mendoza Inc,Blue,23,238,0
P427417,SKU-34450,Fear Sports,Fashion,R$ 546.71,R$ 1071.99,49%,Baby never think policy important institution run country born high evidence during.,1.1,81x94x86,Nelson-Bradshaw,Black,8,94,0
P841831,SKU-26238,Budget Home,Books,R$ 1772.97,R$ 1906.42,7%,Light hold item account task sell staff way away deal expect tonight whatever theory avoid information office simple table.,2.2,71x71x100,Alvarez and Sons,Blue,12,254,0
P865828,SKU-41707,Before Electronics,Books,R$ 1027.41,R$ 1771.39,42%,Prevent tax task discussion others relationship event less paper claim never chance class long civil apply.,4.6,67x50x73,Boyer Group,White,13,237,1
P18088,SKU-1786,Glass Electronics,Electronics,R$ 152.3,R$ 262.58,42%,Friend institution able possible research ball billion bill even under listen.,9.9,31x33x25,Yates LLC,Yellow,24,0,1
P55462,SKU-37499,Where Electronics,Books,R$ 137.1,R$ 268.83,49%,Area population until budget condition mind television remain fine activity.,7.3,84x19x70,"Robinson, Garrison and Bauer",Green,8,116,1
P274317,SKU-86320,Far Sports,Home & Kitchen,R$ 510.93,R$ 709.63,28%,Open green address this feel produce and hand subject high physical opportunity just serve glass.,6.6,58x65x35,"Mitchell, Brown and Stein",Green,8,149,0
P827212,SKU-21083,Far Electronics,Sports,R$ 1037.3,R$ 1758.14,41%,Their white vote work her serious win pull executive participant party key young since open model lay live design position ever.,0.7,87x69x31,Taylor Group,Red,20,293,0
P79619,SKU-21907,Form Sports,Books,R$ 696.1,R$ 1392.2,50%,Fund usually side attack travel music represent sometimes fast.,9.7,10x11x10,"Jackson, Goodwin and Haas",Red,11,257,1
P388419,SKU-5252,Along Home,Fashion,R$ 1250.6,R$ 1330.43,6%,Boy light wide threat environment perform assume white poor think role adult change.,9.1,54x13x27,Brooks Group,Blue,19,144,0
P838501,SKU-29986,Eye Sports,Books,R$ 799.47,R$ 1310.61,39%,Audience ok west develop series live debate response others push can.,6.4,58x52x72,Knox-King,Blue,23,41,0
P763803,SKU-74762,Oil Electronics,Electronics,R$ 1636.34,R$ 1859.48,12%,Fire identify social game computer may yet over those pass trip risk air general whose win cold somebody a.,9.5,89x39x32,Warren-Bautista,Blue,19,376,0
P53710,SKU-29706,Find Home,Home & Kitchen,R$ 113.1,R$ 205.63,45%,Tax everybody outside second service life cup let perhaps assume successful.,3.9,71x54x63,Lucero PLC,Yellow,11,151,0
P675190,SKU-87830,Approach Fashion,Home & Kitchen,R$ 876.31,R$ 1327.75,34%,Especially thank state first then rule well law officer several themselves test remember everybody yourself no election.,6.3,14x30x79,Stanton LLC,White,20,425,0
P862978,SKU-48566,Fish Home,Sports,R$ 149.73,R$ 162.75,8%,Unit almost field her possible determine standard network page important.,3.5,16x33x71,"Davis, Pittman and Hall",Black,9,420,0
P772181,SKU-74917,Station Home,Sports,R$ 343.13,R$ 413.41,17%,Plan plant wait play at wife show scene left page different different admit answer detail explain support meeting.,4.4,15x51x33,"Thomas, Cochran and Sawyer",Green,7,478,1
P383212,SKU-17210,Bit Books,Electronics,R$ 614.66,R$ 723.13,15%,Mind administration message deal near tonight for skill admit majority kid court himself.,5.0,43x77x78,"Bell, Grant and Flores",White,9,313,0
P937842,SKU-64376,Rule Electronics,Electronics,R$ 506.29,R$ 657.52,23%,Western star anything cold bit stage well question here ago soon television policy.,9.0,72x66x11,Collier Inc,Green,10,97,0
P892098,SKU-89835,Card Fashion,Fashion,R$ 433.99,R$ 834.6,48%,Up southern always bad peace contain without memory year our.,0.5,95x21x92,Watts-Gonzales,Gray,21,274,0
P547745,SKU-96873,Play Sports,Fashion,R$ 1315.4,R$ 1623.95,19%,Unit idea thus debate building early activity lawyer pattern recently.,9.4,33x84x62,Castillo and Sons,Red,6,123,1
P152025,SKU-23914,Report Books,Books,R$ 648.02,R$ 830.79,22%,Report president be eight dog position worker movie mouth become field face others south affect.,7.2,13x99x24,Carter PLC,Yellow,19,432,0
P447127,SKU-44352,Might Sports,Sports,R$ 98.42,R$ 189.26,48%,Along say white water land ago movie race budget letter.,1.3,28x44x84,Cohen-Taylor,Gray,8,486,1
P161248,SKU-84471,Understand Books,Sports,R$ 1116.91,R$ 1200.98,7%,Physical simple focus kind week husband here region significant matter option particularly oil evening up environment.,9.0,41x86x62,"Simpson, Shepard and Dunn",Yellow,13,144,0
P646647,SKU-63983,Word Sports,Home & Kitchen,R$ 1856.1,R$ 1995.81,7%,Reflect note free window fear agent measure fish director speak listen laugh music performance.,6.7,22x54x94,Haynes LLC,Blue,12,4,1
P823144,SKU-7404,Art Fashion,Sports,R$ 335.19,R$ 452.96,26%,Beat notice form late week civil write company our leader movie far land matter.,4.1,34x69x23,"Shah, Castillo and Williamson",Yellow,13,154,1
P400232,SKU-78881,Pick Electronics,Books,R$ 1451.31,R$ 1668.17,13%,Way out claim fish create than at accept fire say doctor yard glass get current policy reveal source worry.,8.4,44x14x93,"Atkinson, Cole and Moore",Gray,6,349,0
P147836,SKU-96298,Onto Books,Electronics,R$ 517.73,R$ 848.74,39%,Could they animal action want a rich for office woman.,9.4,87x24x12,"Perez, Perry and Smith",Red,13,177,1
P891569,SKU-14447,Blood Electronics,Electronics,R$ 1301.37,R$ 1971.78,34%,Yeah democratic recent fast at debate the clear various call.,6.2,37x10x79,Wiley PLC,White,24,38,1
P449196,SKU-36655,Message Home,Home & Kitchen,R$ 82.33,R$ 94.63,13%,Easy third model official scene mind course produce analysis international white pass section study.,5.8,93x25x53,"Brown, Wilson and Jordan",Green,9,221,1
